cui	hgnc_id	symbol	entrez_id
C3816681	HGNC:47870	RNU6-907P	106480620
C3816682	HGNC:47871	RNU6-908P	106479968
C3816683	HGNC:47872	RNU6-909P	106481466
C3816684	HGNC:47873	RNU6-910P	106481777
C3816685	HGNC:47874	RNU6-911P	106479969
C3816686	HGNC:47875	RNU6-912P	106479970
C3816687	HGNC:47876	RNU6-913P	106481467
C3816688	HGNC:47877	RNU6-914P	107063540
C3816689	HGNC:47878	RNU6-915P	106481923
C3816690	HGNC:47879	RNU6-916P	106481468
C3816691	HGNC:47880	RNU6-917P	106479971
C3816692	HGNC:47881	RNU6-918P	106481469
C3816693	HGNC:47882	RNU6-919P	106479972
C3816694	HGNC:47883	RNU6-920P	106481470
C3816695	HGNC:47884	RNU6-921P	106479973
C3816696	HGNC:47885	RNU6-922P	106479974
C3816697	HGNC:47886	RNU6-923P	106481471
C3816698	HGNC:47887	RNU6-924P	106480621
C3816699	HGNC:47888	RNU6-925P	106479975
C3816700	HGNC:47889	RNU6-926P	106481472
C3816701	HGNC:47890	RNU6-927P	106479976
C3816702	HGNC:47891	RNU6-928P	106479977
C3816703	HGNC:47893	RNU6-930P	106480622
C3816704	HGNC:47894	RNU6-931P	106479978
C3816705	HGNC:47895	RNU6-932P	106481474
C3816706	HGNC:47896	RNU6-933P	106479979
C3816707	HGNC:47897	RNU6-934P	106481475
C3816708	HGNC:47898	RNU6-935P	106480403
C3816709	HGNC:47899	RNU6-936P	106481924
C3816710	HGNC:47901	RNU6-938P	106479981
C3816711	HGNC:47902	RNU6-939P	106481476
C3816712	HGNC:47903	RNU6-940P	106479982
C3816713	HGNC:47904	RNU6-941P	107063612
C3816714	HGNC:47905	RNU6-942P	106481477
C3816715	HGNC:47906	RNU6-943P	106480623
C3816716	HGNC:47907	RNU6-944P	106479983
C3816717	HGNC:47908	RNU6-945P	106479984
C3816718	HGNC:47909	RNU6-946P	106481478
C3816719	HGNC:47910	RNU6-947P	106479985
C3816720	HGNC:47911	RNU6-948P	106481479
C3816721	HGNC:47912	RNU6-949P	106481925
C3816722	HGNC:47913	RNU6-950P	106479986
C3816750	HGNC:33718	LKAAEAR1	198437
C3816751	HGNC:50277	LMO7-AS1	101927155
C3816752	HGNC:44370	LMO7DN	729420
C3816753	HGNC:49790	LMO7DN-IT1	104326189
C3816754	HGNC:49887	LRRC34P1	100288378
C3816755	HGNC:49888	LRRC34P2	100420613
C3816756	HGNC:48365	LRRC37A17P	644397
C3816758	HGNC:49776	LSM1P1	100820732
C3816759	HGNC:49777	LSM1P2	106480288
C3816760	HGNC:48498	LUCAT1	100505994
C3816761	HGNC:49761	LURAP1L-AS1	101929467
C3816762	HGNC:48719	MAMDC2-AS1	100507244
C3816763	HGNC:48715	MAN1B1-AS1	100289341
C3816764	HGNC:49783	MAP1LC3BP1	392288
C3816765	HGNC:50318	MARK2P17	100421499
C3816766	HGNC:50313	MARK3P2	100421503
C3816767	HGNC:50314	MARK3P3	100533754
C3816768	HGNC:49649	MCDR5	106660618
C3816769	HGNC:48980	MCHR2-AS1	728012
C3816770	HGNC:49760	MCTS2P	100101490
C3816771	HGNC:40162	MED14OS	100873985
C3816773	HGNC:48652	MED15P3	106481657
C3816774	HGNC:48653	MED15P4	100127989
C3816775	HGNC:48654	MED15P5	391436
C3816776	HGNC:48656	MED15P7	100996466
C3816777	HGNC:48657	MED15P8	106480229
C3816778	HGNC:44130	MED15P9	285103
C3816779	HGNC:49883	MEF2BNBP1	100128109
C3816780	HGNC:49102	MEMO1P5	106481668
C3816781	HGNC:48874	METTL7AP1	100996686
C3816782	HGNC:49856	METTL8P1	728996
C3816783	HGNC:48352	MIA-RAB4B	100529262
C3816784	HGNC:48338	MINOS1-NBL1	100532736
C3816785	HGNC:48723	MIR124-2HG	100130155
C3816786	HGNC:49594	MIR133A1HG	102723167
C3816787	HGNC:48659	MIR181A1HG	100131234
C3816788	HGNC:47294	RNU6-331P	106479713
C3816789	HGNC:47302	RNU6-339P	106481888
C3816790	HGNC:47340	RNU6-377P	106479733
C3816791	HGNC:47938	RNU6-975P	106479997
C3816792	HGNC:47946	RNU6-983P	106481490
C3816795	HGNC:47394	RNU6-431P	106481314
C3816796	HGNC:48043	RNU6-1080P	106481520
C3816797	HGNC:49402	MIR202HG	101927671
C3816798	HGNC:50346	MIR325HG	101928469
C3816799	HGNC:48692	ENPP7P9	100421803
C3816800	HGNC:49281	KLF2P2	106480678
C3816801	HGNC:49179	PRAMEF25	441873
C3816802	HGNC:48089	RNU6-1126P	106481535
C3816803	HGNC:48181	RNU6-1218P	106480099
C3816804	HGNC:49128	TMEM261P1	100289059
C3816805	HGNC:42713	LINC00385	105370141
C3816807	HGNC:42763	LINC00428	104355147
C3816808	HGNC:48572	LINC00886	730091
C3816809	HGNC:48849	NDUFA5P7	106481784
C3816810	HGNC:50299	NENFP2	100129880
C3816811	HGNC:49979	MIR378J	102465136
C3816812	HGNC:44361	LINC00910	100130581
C3816814	HGNC:48826	LINC00972	105375380
C3816815	HGNC:48988	LINC01015	100507362
C3816816	HGNC:49943	MIR548AY	102465247
C3816817	HGNC:43501	MIR664B	100847052
C3816818	HGNC:19436	BMS1P18	414763
C3816819	HGNC:50211	MIR8083	102466879
C3816820	HGNC:50120	MIR8085	102465879
C3816821	HGNC:50107	MIR8086	102465880
C3816822	HGNC:50059	MIR8087	102465881
C3816823	HGNC:50167	MIR8088	102466880
C3816824	HGNC:50196	MIR8089	102465882
C3816825	HGNC:49230	MKI67P1	100271918
C3816826	HGNC:40374	MKLN1-AS	100506881
C3816827	HGNC:48954	MNX1-AS1	645249
C3816828	HGNC:40278	MNX1-AS2	105375606
C3816829	HGNC:48670	ALKBH3-AS1	100507300
C3816830	HGNC:42813	LINC00463	101928922
C3816831	HGNC:48869	AOC4P	90586
C3816832	HGNC:44426	APOC4-APOC2	100533990
C3816833	HGNC:48739	APOOP1	100286948
C3816834	HGNC:48740	APOOP2	100129005
C3816835	HGNC:48741	APOOP3	100131528
C3816836	HGNC:48742	APOOP4	100128725
C3816837	HGNC:48743	APOOP5	644649
C3816838	HGNC:44173	APTR	100505854
C3816839	HGNC:48348	ARHGAP19-SLIT1	100533184
C3816840	HGNC:38086	ARHGEF34P	728377
C3816841	HGNC:49918	ARMC8P1	100130871
C3816842	HGNC:49917	ARMCX7P	653354
C3816843	HGNC:49892	ARNTL2-AS1	101928646
C3816844	HGNC:48917	ASAP1-IT2	100507117
C3816845	HGNC:49876	ASNSP6	100423060
C3816846	HGNC:49496	ATE1-AS1	100130887
C3816847	HGNC:49624	ATP5PDP2	138234
C3816848	HGNC:49625	ATP5PDP3	138864
C3816849	HGNC:49626	ATP5PDP4	246723
C3816850	HGNC:49098	AZU1P1	106480244
C3816851	HGNC:49910	B4GALT1-AS1	101929639
C3816852	HGNC:49113	BCRP9	107126287
C3816853	HGNC:28425	BFSP2-AS1	85003
C3816854	HGNC:25868	BIN3-IT1	80094
C3816855	HGNC:43690	BIVM-ERCC5	100533467
C3816856	HGNC:49152	BMS1P8	653557
C3816857	HGNC:49155	BMS1P9	653458
C3816858	HGNC:49154	BMS1P10	728611
C3816859	HGNC:49156	BMS1P11	644632
C3816860	HGNC:49157	BMS1P12	644684
C3816861	HGNC:49158	BMS1P13	644716
C3816862	HGNC:49159	BMS1P14	728034
C3816863	HGNC:49160	BMS1P15	642311
C3816864	HGNC:49161	BMS1P16	727914
C3816865	HGNC:49162	BMS1P17	101101776
C3816866	HGNC:49163	BMS1P19	100131577
C3816868	HGNC:47549	RNU6-586P	106480592
C3816869	HGNC:47550	RNU6-587P	106481366
C3816870	HGNC:47551	RNU6-588P	106479826
C3816871	HGNC:47552	RNU6-589P	106481367
C3816872	HGNC:47553	RNU6-590P	106480593
C3816873	HGNC:47554	RNU6-591P	106479827
C3816874	HGNC:47555	RNU6-592P	106481368
C3816875	HGNC:47556	RNU6-593P	106479828
C3816877	HGNC:47558	RNU6-595P	106479829
C3816878	HGNC:47559	RNU6-596P	106481369
C3816879	HGNC:47560	RNU6-597P	106481905
C3816880	HGNC:47561	RNU6-598P	106479830
C3816881	HGNC:47562	RNU6-599P	106481370
C3816882	HGNC:47563	RNU6-600P	106479831
C3816883	HGNC:47564	RNU6-601P	106479832
C3816884	HGNC:47565	RNU6-602P	106481371
C3816885	HGNC:47566	RNU6-603P	106480594
C3816886	HGNC:47567	RNU6-604P	106479833
C3816887	HGNC:47568	RNU6-605P	106481372
C3816888	HGNC:47569	RNU6-606P	106479834
C3816889	HGNC:47571	RNU6-608P	106481373
C3816890	HGNC:47572	RNU6-609P	106481906
C3816891	HGNC:47573	RNU6-610P	106479835
C3816892	HGNC:47574	RNU6-611P	106479836
C3816893	HGNC:47575	RNU6-612P	106481374
C3816894	HGNC:47576	RNU6-613P	106479837
C3816895	HGNC:47577	RNU6-614P	106481375
C3816896	HGNC:47579	RNU6-616P	106479838
C3816897	HGNC:47580	RNU6-617P	106479839
C3816898	HGNC:49286	FAR2P4	100420005
C3816899	HGNC:49924	FBP2P1	100420269
C3816900	HGNC:49448	FCRL6P1	100419077
C3816901	HGNC:49382	FGF10-AS1	101927075
C3816902	HGNC:49627	FIRRE	286467
C3816903	HGNC:49789	FOCAD-AS1	101929548
C3816904	HGNC:50332	FOXP4-AS1	101060264
C3816905	HGNC:49669	FSCN1P1	145989
C3816906	HGNC:48632	FZD10-AS1	440119
C3816907	HGNC:48336	GACAT1	104326057
C3816908	HGNC:50293	GAS2L1P1	101927222
C3816909	HGNC:27986	GAS2L1P2	340508
C3816910	HGNC:48840	GATA6-AS1	100128893
C3816911	HGNC:47914	RNU6-951P	106481480
C3816912	HGNC:47915	RNU6-952P	106479987
C3816913	HGNC:47916	RNU6-953P	106479988
C3816914	HGNC:47917	RNU6-954P	106481481
C3816915	HGNC:47918	RNU6-955P	106480624
C3816916	HGNC:47919	RNU6-956P	106480404
C3816917	HGNC:47920	RNU6-957P	106479989
C3816918	HGNC:47921	RNU6-958P	106481482
C3816919	HGNC:47922	RNU6-959P	106479990
C3816920	HGNC:47923	RNU6-960P	106479991
C3816921	HGNC:47924	RNU6-961P	106481483
C3816924	HGNC:47927	RNU6-964P	106479992
C3816925	HGNC:47928	RNU6-965P	106481484
C3816926	HGNC:47929	RNU6-966P	106480625
C3816927	HGNC:47930	RNU6-967P	106479993
C3816928	HGNC:47931	RNU6-968P	106481485
C3816929	HGNC:47932	RNU6-969P	106479994
C3816930	HGNC:47933	RNU6-970P	106481486
C3816931	HGNC:47934	RNU6-971P	106481926
C3816932	HGNC:47935	RNU6-972P	106479995
C3816933	HGNC:47936	RNU6-973P	106479996
C3816934	HGNC:47937	RNU6-974P	106481487
C3816935	HGNC:47939	RNU6-976P	106481488
C3816936	HGNC:47940	RNU6-977P	106480626
C3816937	HGNC:47941	RNU6-978P	106479998
C3816938	HGNC:47942	RNU6-979P	106479999
C3816939	HGNC:47943	RNU6-980P	106481489
C3816941	HGNC:47945	RNU6-982P	106481979
C3816942	HGNC:47947	RNU6-984P	106481927
C3816943	HGNC:47948	RNU6-985P	106480001
C3816944	HGNC:47949	RNU6-986P	106481491
C3816945	HGNC:47950	RNU6-987P	106480002
C3816946	HGNC:47951	RNU6-988P	106480003
C3816947	HGNC:47952	RNU6-989P	106481492
C3816948	HGNC:47953	RNU6-990P	106480627
C3816949	HGNC:47954	RNU6-991P	106480004
C3816950	HGNC:47955	RNU6-992P	106481493
C3816951	HGNC:47956	RNU6-993P	106480005
C3816952	HGNC:47957	RNU6-994P	106480006
C3816953	HGNC:47958	RNU6-995P	106481494
C3816954	HGNC:47959	RNU6-996P	106481928
C3816955	HGNC:47960	RNU6-997P	106480007
C3816956	HGNC:47961	RNU6-998P	106481495
C3853777	HGNC:17261	MOB4	25843
C3887717	HGNC:25099	PRMT9	90826
C3887997	HGNC:13716	LINC01587	10141
C3889167	HGNC:50442	TMEM92-AS1	103752589
C3889168	HGNC:51209	TMEM26-AS1	101928781
C3889169	HGNC:51424	TMC3-AS1	101929655
C3889170	HGNC:50793	THUMPD3P1	100419989
C3889171	HGNC:51421	THSD4-AS2	101929173
C3889172	HGNC:50386	THEM7P	106480297
C3889173	HGNC:50629	TGFB2-OT1	103611157
C3889174	HGNC:50628	TGFB2-AS1	728463
C3889175	HGNC:51142	TESC-AS1	101928244
C3889176	HGNC:42447	TEDDM2P	127671
C3889178	HGNC:33604	TCAF1P1	653199
C3889179	HGNC:51221	TBC1D22A-AS1	642757
C3889180	HGNC:51246	TBC1D3L	101060376
C3889181	HGNC:51245	TBC1D3K	101060351
C3889182	HGNC:51247	TBC1D3J	100510707
C3889183	HGNC:32709	TBC1D3I	102724862
C3889184	HGNC:51369	TAT-AS1	100132529
C3889185	HGNC:50506	TARID	100507308
C3889186	HGNC:51219	SVIL-AS1	102724316
C3889187	HGNC:19956	SUSD6	9766
C3889188	HGNC:51595	SULT1C2P2	106480333
C3889189	HGNC:51174	STX17-AS1	441461
C3889190	HGNC:50361	STK25P1	100533662
C3889191	HGNC:50360	STK24P1	100421784
C3889192	HGNC:51129	ST3GAL5-AS1	101928113
C3889193	HGNC:50643	SRP54-AS1	100506157
C3889194	HGNC:51516	SPDYE20P	101060280
C3889195	HGNC:39933	SPART-AS1	100507135
C3889196	HGNC:51518	SPDYE22P	100420854
C3889197	HGNC:51517	SPDYE21P	442572
C3889198	HGNC:51515	SPDYE19P	100130307
C3889199	HGNC:51514	SPDYE18	100505767
C3889200	HGNC:51513	SPDYE17	102723849
C3889201	HGNC:51512	SPDYE16	102723555
C3889202	HGNC:51511	SPDYE15P	105180391
C3889203	HGNC:51510	SPDYE14P	641776
C3889204	HGNC:49903	GSTA8P	100420627
C3889205	HGNC:51484	GPAA1P2	106481722
C3889206	HGNC:26788	GOLGA2P11	255180
C3889207	HGNC:26229	GOLGA2P10	80154
C3889208	HGNC:50779	GNL2P1	100270790
C3889209	HGNC:50451	GNA14-AS1	101927422
C3889212	HGNC:51381	GLIS2-AS1	101926896
C3889213	HGNC:16333	GINGF3	780916
C3889214	HGNC:51257	GIMAP1-GIMAP5	100527949
C3889215	HGNC:28126	GCC2-AS1	644903
C3889216	HGNC:51108	GATA2-AS1	101927167
C3889217	HGNC:50480	GARSP1	100419764
C3889218	HGNC:51308	GAPLINC	100505592
C3889219	HGNC:50649	GAPDHP76	100287725
C3889220	HGNC:50648	GAPDHP75	100652918
C3889221	HGNC:40249	GABRG3-AS1	101928869
C3889222	HGNC:50647	GAPDHP74	391073
C3889223	HGNC:50847	GACAT3	104797537
C3889224	HGNC:50516	GACAT2	100287082
C3889225	HGNC:20012	FXNP1	122942
C3889226	HGNC:51365	FRG2EP	647476
C3889227	HGNC:27093	FRG2DP	146481
C3889228	HGNC:50663	FOXG1-AS1	103695363
C3889229	HGNC:40241	FOXD3-AS1	100996301
C3889230	HGNC:50658	FOXD1-AS1	106144539
C3889231	HGNC:50650	FOXCUT	101927703
C3889232	HGNC:50377	FKBP4P8	643880
C3889233	HGNC:50376	FKBP4P7	441410
C3889234	HGNC:50375	FKBP4P6	100132268
C3889236	HGNC:50371	FKBP4P2	389727
C3889237	HGNC:50363	FBXO36P1	732538
C3889238	HGNC:50479	FARSA-AS1	106144598
C3889239	HGNC:51332	FAM183EP	107403081
C3889240	HGNC:51331	FAM183DP	101060105
C3889241	HGNC:15548	FAM167A-AS1	83656
C3889242	HGNC:51524	FAM91A4P	100132306
C3889243	HGNC:51523	FAM91A2P	101929801
C3889479	HGNC:51509	SPDYE13P	105180390
C3889480	HGNC:51508	SPDYE12P	100101268
C3889481	HGNC:51507	SPDYE11	100996746
C3889482	HGNC:51341	SP2-AS1	100506325
C3889483	HGNC:51407	SNORD141B	106635684
C3889484	HGNC:51406	SNORD141A	106635683
C3889485	HGNC:51405	SNORD140	106635682
C3889486	HGNC:50421	SNORD139	116936
C3889487	HGNC:50420	SNORD138	109623460
C3889488	HGNC:50417	SNORD136	106633805
C3889489	HGNC:50416	SNORD135	106633804
C3889490	HGNC:50415	SNORD134	106633803
C3889491	HGNC:50414	SNORD133	106633800
C3889492	HGNC:50413	SNORD132	106635550
C3889493	HGNC:50412	SNORD131	106635549
C3889494	HGNC:50411	SNORD130	106635548
C3889495	HGNC:50410	SNORD129	106635547
C3889496	HGNC:50409	SNORD128	106632271
C3889497	HGNC:51404	SNORA111	106635546
C3889498	HGNC:51403	SNORA110	106635545
C3889499	HGNC:51402	SNORA109	106635544
C3889500	HGNC:51401	SNORA108	106635543
C3889501	HGNC:51400	SNORA107	106635542
C3889502	HGNC:51399	SNORA105C	106635541
C3889503	HGNC:51398	SNORA105B	106635540
C3889504	HGNC:51397	SNORA105A	106635539
C3889505	HGNC:51396	SNORA104	106635534
C3889506	HGNC:51395	SNORA103	106635533
C3889507	HGNC:50406	SNORA101B	107399303
C3889508	HGNC:50405	SNORA101A	107399301
C3889509	HGNC:50404	SNORA100	106635532
C3889510	HGNC:50403	SNORA99	106635531
C3889511	HGNC:50402	SNORA98	106635530
C3889512	HGNC:50401	SNORD144	106633809
C3889513	HGNC:50400	SNORD143	106633808
C3889514	HGNC:50399	SNORA95	106635529
C3889515	HGNC:50398	SNORA94	106635528
C3889516	HGNC:50397	SNORA93	106635526
C3889517	HGNC:50396	SNORA92	106635525
C3889518	HGNC:50395	SNORA91	106635524
C3889519	HGNC:50394	SNORA90	106635523
C3889520	HGNC:50393	SNORA89	106635522
C3889521	HGNC:50392	SNORA88	106635521
C3889522	HGNC:50391	SNORA87	106635520
C3889523	HGNC:50390	SNORA86	106633814
C3889524	HGNC:50389	SNORD142	106633806
C3889525	HGNC:50679	FAAHP1	729041
C3889526	HGNC:25175	EXOC3-AS1	116349
C3889527	HGNC:48331	EML2-AS1	100287177
C3889528	HGNC:50602	EPHA5-AS1	100144602
C3889529	HGNC:50504	EP300-AS1	101927279
C3889530	HGNC:51387	ENPP7P14	106481720
C3889531	HGNC:51466	EIF5P2	100421391
C3889532	HGNC:51465	EIF5P1	100421390
C3889533	HGNC:51463	EIF4EP5	100131565
C3889534	HGNC:51462	EIF4EP4	100421455
C3889535	HGNC:51461	EIF4EP3	100132918
C3889536	HGNC:51464	EIF4E2P2	645207
C3889537	HGNC:51460	EIF4A3P1	390843
C3889538	HGNC:51418	EHD4-AS1	101928363
C3889539	HGNC:51459	EEF1E1P1	100130388
C3889540	HGNC:51458	EEF1DP8	283236
C3889541	HGNC:51456	EEF1DP6	644357
C3889542	HGNC:51455	EEF1B2P8	100421774
C3889543	HGNC:51454	EEF1B2P7	100421756
C3889544	HGNC:51453	EEF1B2P6	647030
C3889546	HGNC:51452	E2F6P4	139542
C3889547	HGNC:51451	E2F6P3	100420178
C3889548	HGNC:51450	E2F6P2	376818
C3889549	HGNC:51449	E2F6P1	386610
C3889550	HGNC:51606	DUX4L29	106481970
C3889551	HGNC:51605	DUX4L28	106481728
C3889552	HGNC:50808	DUX4L27	100131369
C3889553	HGNC:50807	DUX4L26	100996350
C3889554	HGNC:50806	DUX4L25	102723423
C3889555	HGNC:50805	DUX4L24	102723449
C3889556	HGNC:50803	DUX4L22	102723495
C3889557	HGNC:50802	DUX4L21	102723518
C3889558	HGNC:50801	DUX4L20	102723538
C3889559	HGNC:51311	DSG2-AS1	100652770
C3889560	HGNC:51115	DSG1-AS1	101927718
C3889561	HGNC:51116	DSCAS	101927698
C3889562	HGNC:27082	DRAIC	145837
C3889563	HGNC:50706	DPP9-AS1	100131094
C3889564	HGNC:51350	DPP3P2	138971
C3889746	HGNC:51534	SNHG25	105376843
C3889748	HGNC:50600	SNCA-AS1	644248
C3889749	HGNC:51598	SMIM12P1	100288503
C3889750	HGNC:49847	SMIM10L1	100129361
C3889751	HGNC:50827	SMC2-AS1	101928550
C3889752	HGNC:51208	SMARCE1P7	106481716
C3889753	HGNC:39963	SMAD9-IT1	100874072
C3889754	HGNC:51198	SLIT1-AS1	100505540
C3889755	HGNC:40537	SLCO4A1-AS1	100127888
C3889756	HGNC:31043	SLC35G4	646000
C3889757	HGNC:27844	SLC25A25-AS1	100289019
C3889758	HGNC:51205	SLC16A12-AS1	101926906
C3889759	HGNC:51125	SLC14A2-AS1	101927980
C3889760	HGNC:50370	SKP1P3	100101119
C3889761	HGNC:51229	SIRPG-AS1	101929010
C3889763	HGNC:51589	SFTPD-AS1	105419997
C3889764	HGNC:51531	SFR1P1	100130090
C3889765	HGNC:51596	SETD6P1	106481727
C3889766	HGNC:51153	SEPT7-AS1	101928545
C3889767	HGNC:51345	SEPT4-AS1	101927688
C3889768	HGNC:51110	SEMA6A-AS1	101927233
C3889769	HGNC:40518	SEMA3F-AS1	100129060
C3889770	HGNC:50378	SDR42E1P1	100422340
C3889771	HGNC:20957	SDHAF4	135154
C3889772	HGNC:50601	SCOC-AS1	100129858
C3889773	HGNC:50385	SCARNA26A	106633810
C3889774	HGNC:51242	SCGB1C2	653486
C3889775	HGNC:50388	SCARNA28	106633801
C3889776	HGNC:51394	SCARNA26B	106633816
C3889777	HGNC:50544	SCAMP1-AS1	728769
C3889778	HGNC:50687	SATB1-AS1	101927777
C3889779	HGNC:51349	DPP3P1	391657
C3889780	HGNC:50449	DNAJB5P1	100421411
C3889781	HGNC:50638	DLX2-AS1	104326193
C3889782	HGNC:51223	DLGAP4-AS1	101926987
C3889783	HGNC:50467	DLGAP2-AS1	100507435
C3889784	HGNC:50496	DLEU1-AS1	103689915
C3889785	HGNC:50782	DDX43P3	106481709
C3889787	HGNC:50592	DEPDC1-AS1	101927220
C3889788	HGNC:41152	DENND6A-AS1	106144528
C3889789	HGNC:50781	DDX43P2	100533714
C3889790	HGNC:50780	DDX43P1	100421307
C3889791	HGNC:42173	DDX3P3	650560
C3889792	HGNC:42172	DDX3P2	100874489
C3889793	HGNC:42171	DDX3P1	100133180
C3889794	HGNC:40171	DDC-AS1	100129427
C3889795	HGNC:40170	DARS-AS1	101928243
C3889796	HGNC:51429	DALIR	104940698
C3889797	HGNC:39560	CYYR1-AS1	100996571
C3889798	HGNC:50694	CYP51A1-AS1	613126
C3889799	HGNC:51504	CYP3A7-CYP3A51P	100861540
C3889800	HGNC:2624	CYP2D7	1564
C3889801	HGNC:50463	CTHRC1P1	106480299
C3889802	HGNC:51336	CT45A11P	100129813
C3889803	HGNC:51263	CT45A10	102723631
C3889804	HGNC:51262	CT45A9	102723680
C3889805	HGNC:51261	CT45A8	102723737
C3889806	HGNC:51260	CT45A7	101060211
C3889807	HGNC:40882	CSMD2-AS1	402779
C3889808	HGNC:51232	CSE1L-AS1	102723483
C3889809	HGNC:27523	CPEB1-AS1	283692
C3889810	HGNC:51574	CLUHP10	107161230
C3889811	HGNC:51572	CLUHP9	100418742
C3889812	HGNC:51573	CLUHP8	100418733
C3889813	HGNC:51570	CLUHP7	100418719
C3889814	HGNC:51571	CLUHP6	100418754
C3889815	HGNC:2070	CLK2P1	1197
C3889816	HGNC:51259	CLDN34	100288814
C3889817	HGNC:51352	CFTRP3	106481718
C3889818	HGNC:51180	CFAP99	402160
C3890047	HGNC:35071	TRY-GTA12-1	100189496
C3890048	HGNC:34842	TRY-GTA10-1	100189278
C3890049	HGNC:34616	TRY-GTA9-1	100189057
C3890050	HGNC:34905	TRY-GTA8-1	100189337
C3890051	HGNC:33249	TRY-GTA7-1	100009601
C3890052	HGNC:34782	TRY-GTA6-1	100189219
C3890053	HGNC:34558	TRY-GTA5-5	100189001
C3890054	HGNC:33250	TRY-GTA5-4	100009602
C3890055	HGNC:34993	TRY-GTA5-3	100189424
C3890056	HGNC:34663	TRY-GTA5-2	100189102
C3890057	HGNC:35007	TRY-GTA5-1	100189437
C3890058	HGNC:34974	TRY-GTA4-1	100189405
C3890059	HGNC:34724	TRY-GTA3-1	100189162
C3890060	HGNC:34581	TRY-GTA2-1	100189022
C3890061	HGNC:34835	TRY-GTA1-1	100189272
C3890062	HGNC:34816	TRY-ATA1-1	100189253
C3890063	HGNC:34882	TRX-CAT1-7	100189315
C3890064	HGNC:34863	TRX-CAT1-6	100189297
C3890065	HGNC:34913	TRX-CAT1-5	100189345
C3890066	HGNC:34599	TRX-CAT1-4	100189040
C3890067	HGNC:34655	TRX-CAT1-3	100189094
C3890068	HGNC:34818	TRX-CAT1-8	100189255
C3890069	HGNC:34574	TRX-CAT1-1	100189015
C3890070	HGNC:12360	TRW-CCA7-1	7246
C3890071	HGNC:34876	TRW-CCA6-1	100189309
C3890072	HGNC:34753	TRW-CCA5-1	100189190
C3890073	HGNC:34733	TRW-CCA4-1	100189171
C3890074	HGNC:34674	TRW-CCA3-3	100189112
C3890075	HGNC:34607	TRW-CCA3-2	100189048
C3890076	HGNC:35006	TRW-CCA3-1	100189436
C3890077	HGNC:34766	TRW-CCA2-1	100189203
C3890078	HGNC:34685	TRW-CCA1-1	100189123
C3890079	HGNC:34977	TRV-TAC4-1	100189408
C3890080	HGNC:34910	TRV-TAC3-1	100189342
C3890081	HGNC:34849	TRV-TAC2-1	100189283
C3890082	HGNC:34754	TRV-TAC1-2	100189191
C3890083	HGNC:34544	TRV-TAC1-1	100188993
C3890084	HGNC:35050	TRV-CAC14-1	100189477
C3890085	HGNC:51280	SAPCD2P4	442318
C3890086	HGNC:51279	SAPCD2P3	643353
C3890087	HGNC:51278	SAPCD2P2	442317
C3890088	HGNC:51277	SAPCD2P1	442320
C3890089	HGNC:51569	SAP18P3	106660616
C3890090	HGNC:51568	SAP18P2	442060
C3890091	HGNC:51567	SAP18P1	106480689
C3890092	HGNC:51339	SAGE4P	442465
C3890093	HGNC:51338	SAGE3P	100419054
C3890094	HGNC:51337	SAGE2P	644717
C3890095	HGNC:51344	RUNDC3A-AS1	101926996
C3890096	HGNC:50573	RTCA-AS1	100506007
C3890097	HGNC:50465	RRS1-AS1	100505676
C3890098	HGNC:51579	RPL23AP88	100289034
C3890099	HGNC:51578	RPL23AP87	388574
C3890100	HGNC:51577	RPL23AP86	100507357
C3890101	HGNC:51576	RPL23AP85	100419650
C3890102	HGNC:51411	RORA-AS2	100996876
C3890103	HGNC:51410	RORA-AS1	101928784
C3890104	HGNC:40508	ROR1-AS1	101927034
C3890105	HGNC:50885	RNY4P37	106480314
C3890106	HGNC:50884	RNY4P36	106480313
C3890107	HGNC:50882	RNY4P34	106481712
C3890108	HGNC:50891	RNY3P16	106480686
C3890109	HGNC:50890	RNY3P15	107178919
C3890110	HGNC:50893	RNY3P14	106480316
C3890111	HGNC:50889	RNY3P13	106481714
C3890112	HGNC:50888	RNY3P12	106480315
C3890113	HGNC:50887	RNY3P11	106481713
C3890114	HGNC:50879	RNY1P16	106480312
C3890115	HGNC:50878	RNY1P15	106481711
C3890116	HGNC:50877	RNY1P14	106480311
C3890117	HGNC:50876	RNY1P13	106480310
C3890118	HGNC:50875	RNY1P12	106480309
C3890119	HGNC:50874	RNY1P11	106481710
C3890120	HGNC:50873	RNY1P10	106480308
C3890121	HGNC:41481	RNY1P9	100874358
C3890122	HGNC:51249	RNF225	646862
C3890123	HGNC:20438	RNF212B	100507650
C3890124	HGNC:50775	RNF138P2	100419777
C3890125	HGNC:51351	CFTRP2	107080633
C3890126	HGNC:33720	CFAP221	200373
C3890127	HGNC:45243	CFAP58-AS1	100505869
C3890128	HGNC:41113	CFAP44-AS1	100874029
C3890129	HGNC:51431	CERS3-AS1	102723320
C3890130	HGNC:44659	CEP295NL	100653515
C3890131	HGNC:29366	CEP295	85459
C3890132	HGNC:51226	CEBPB-AS1	101927559
C3890133	HGNC:50855	CCNL2P1	100418743
C3890134	HGNC:50854	CCNHP1	100128118
C3890135	HGNC:50853	CCNG2P1	100128681
C3890136	HGNC:50852	CCND3P2	106480307
C3890137	HGNC:50851	CCNB3P1	100131678
C3890138	HGNC:50850	CCNB2P1	100132073
